source_file,Video #,Cell,Track,keep_for_condensate_pool,filter_rule,filter_reason,n_valid_behavior_frames,n_diffusive,n_constrained,n_bound,frac_diffusive,frac_constrained,frac_bound,max_consecutive_diffusive,dominant_state,dominant_state_name,dominant_fraction,category,present_states
multi,3,3,325,True,multi_bound_constraint,frac_constrained=0.765 >= 0.150,17,0,13,4,0.0,0.7647058823529411,0.23529411764705882,0,1,constrained,0.7647058823529411,bound_constraint,"constrained,bound"
multi,3,3,327,True,multi_bound_constraint,frac_constrained=0.556 >= 0.150,18,0,10,8,0.0,0.5555555555555556,0.4444444444444444,0,1,constrained,0.5555555555555556,bound_constraint,"constrained,bound"
multi,3,3,331,True,multi_bound_constraint,frac_constrained=0.806 >= 0.150,36,0,29,7,0.0,0.8055555555555556,0.19444444444444445,0,1,constrained,0.8055555555555556,bound_constraint,"constrained,bound"
multi,3,3,336,True,multi_bound_constraint,frac_constrained=0.476 >= 0.150,21,0,10,11,0.0,0.47619047619047616,0.5238095238095238,0,2,bound,0.5238095238095238,bound_constraint,"constrained,bound"
multi,3,3,337,True,multi_all_three,frac_constrained=0.743 > 0.150; max_consecutive_diffusive=3 < 4,35,3,26,6,0.08571428571428572,0.7428571428571429,0.17142857142857143,3,1,constrained,0.7428571428571429,all_three,"diffusive,constrained,bound"
multi,3,3,339,True,multi_bound_constraint,frac_constrained=0.182 >= 0.150,33,0,6,27,0.0,0.18181818181818182,0.8181818181818182,0,2,bound,0.8181818181818182,bound_constraint,"constrained,bound"
multi,3,3,340,True,multi_bound_constraint,frac_constrained=0.545 >= 0.150,11,0,6,5,0.0,0.5454545454545454,0.45454545454545453,0,1,constrained,0.5454545454545454,bound_constraint,"constrained,bound"
multi,3,3,341,True,multi_bound_constraint,frac_constrained=0.667 >= 0.150,12,0,8,4,0.0,0.6666666666666666,0.3333333333333333,0,1,constrained,0.6666666666666666,bound_constraint,"constrained,bound"
multi,3,3,342,True,multi_bound_constraint,frac_constrained=0.438 >= 0.150,32,0,14,18,0.0,0.4375,0.5625,0,2,bound,0.5625,bound_constraint,"constrained,bound"
multi,3,3,344,True,multi_bound_constraint,frac_constrained=0.897 >= 0.150,39,0,35,4,0.0,0.8974358974358975,0.10256410256410256,0,1,constrained,0.8974358974358975,bound_constraint,"constrained,bound"
